지점번호,지점명,시작일,종료일,장마일수,강수일수,합계강수량
279,구미,2009-06-21,2009-08-03,44,23,296.6
281,영천,2009-06-21,2009-08-03,44,25,439.1
284,거창,2009-06-21,2009-08-03,44,27,542.7
285,합천,2009-06-21,2009-08-03,44,25,615.6
288,밀양,2009-06-21,2009-08-03,44,25,656.7
289,산청,2009-06-21,2009-08-03,44,25,635.6
294,거제,2009-06-21,2009-08-03,44,27,975.6
295,남해,2009-06-21,2009-08-03,44,27,822.6
90,속초,2009-06-28,2009-07-21,24,14,367.3
95,철원,2009-06-28,2009-07-21,24,14,535.9
100,대관령,2009-06-28,2009-07-21,24,18,500.7
101,춘천,2009-06-28,2009-07-21,24,14,595.1
105,강릉,2009-06-28,2009-07-21,24,13,368.5
108,서울,2009-06-28,2009-07-21,24,17,658.5
112,인천,2009-06-28,2009-07-21,24,13,458.5
114,원주,2009-06-28,2009-07-21,24,16,608.6
119,수원,2009-06-28,2009-07-21,24,13,774.4
127,충주,2009-06-28,2009-07-21,24,19,334
129,서산,2009-06-28,2009-07-21,24,13,361.6
131,청주,2009-06-28,2009-07-21,24,14,302
133,대전,2009-06-28,2009-07-21,24,17,419.8
135,추풍령,2009-06-28,2009-07-21,24,18,435.5
201,강화,2009-06-28,2009-07-21,24,13,376
202,양평,2009-06-28,2009-07-21,24,11,757.7
203,이천,2009-06-28,2009-07-21,24,15,674.4
211,인제,2009-06-28,2009-07-21,24,16,484.5
212,홍천,2009-06-28,2009-07-21,24,16,798.1
216,태백,2009-06-28,2009-07-21,24,16,440.6
221,제천,2009-06-28,2009-07-21,24,16,480.7
226,보은,2009-06-28,2009-07-21,24,21,470.4
232,천안,2009-06-28,2009-07-21,24,15,359.8
235,보령,2009-06-28,2009-07-21,24,16,322.1
236,부여,2009-06-28,2009-07-21,24,18,404.6
238,금산,2009-06-28,2009-07-21,24,19,517.2
184,제주,2010-06-17,2010-07-28,42,21,416.9
185,고산,2010-06-17,2010-07-28,42,20,358.1
188,성산,2010-06-17,2010-07-28,42,22,461.6
189,서귀포,2010-06-17,2010-07-28,42,19,634
130,울진,2010-06-18,2010-07-28,41,17,79.9
136,안동,2010-06-18,2010-07-28,41,17,105.9
138,포항,2010-06-18,2010-07-28,41,18,190.4
140,군산,2010-06-18,2010-07-28,41,21,386.4
143,대구,2010-06-18,2010-07-28,41,25,273.2
146,전주,2010-06-18,2010-07-28,41,19,226
152,울산,2010-06-18,2010-07-28,41,19,302.8
155,창원,2010-06-18,2010-07-28,41,22,446.1
156,광주,2010-06-18,2010-07-28,41,22,473.5
159,부산,2010-06-18,2010-07-28,41,18,385.9
162,통영,2010-06-18,2010-07-28,41,18,294.7
165,목포,2010-06-18,2010-07-28,41,19,294.2
168,여수,2010-06-18,2010-07-28,41,25,544.9
170,완도,2010-06-18,2010-07-28,41,21,498.4
192,진주,2010-06-18,2010-07-28,41,20,470.5
243,부안,2010-06-18,2010-07-28,41,22,275.8
244,임실,2010-06-18,2010-07-28,41,22,396.6
245,정읍,2010-06-18,2010-07-28,41,18,425.6
247,남원,2010-06-18,2010-07-28,41,24,390.6
248,장수,2010-06-18,2010-07-28,41,27,390
260,장흥,2010-06-18,2010-07-28,41,21,343
261,해남,2010-06-18,2010-07-28,41,24,263.2
262,고흥,2010-06-18,2010-07-28,41,24,350.3
271,봉화,2010-06-18,2010-07-28,41,21,112.2
272,영주,2010-06-18,2010-07-28,41,21,123.2
273,문경,2010-06-18,2010-07-28,41,22,186.5
277,영덕,2010-06-18,2010-07-28,41,21,143.3
278,의성,2010-06-18,2010-07-28,41,21,166.6
279,구미,2010-06-18,2010-07-28,41,21,182.8
281,영천,2010-06-18,2010-07-28,41,23,247.7
284,거창,2010-06-18,2010-07-28,41,23,307.7
285,합천,2010-06-18,2010-07-28,41,24,529.5
288,밀양,2010-06-18,2010-07-28,41,22,395.2
289,산청,2010-06-18,2010-07-28,41,24,615
294,거제,2010-06-18,2010-07-28,41,19,436.1
295,남해,2010-06-18,2010-07-28,41,21,599.5
90,속초,2010-06-26,2010-07-28,33,19,94.7
95,철원,2010-06-26,2010-07-28,33,20,376.6
100,대관령,2010-06-26,2010-07-28,33,18,130.4
101,춘천,2010-06-26,2010-07-28,33,18,223.9
105,강릉,2010-06-26,2010-07-28,33,18,112.1
108,서울,2010-06-26,2010-07-28,33,18,261.1
112,인천,2010-06-26,2010-07-28,33,16,345.9
114,원주,2010-06-26,2010-07-28,33,22,183
119,수원,2010-06-26,2010-07-28,33,15,230.7
127,충주,2010-06-26,2010-07-28,33,24,114.7
129,서산,2010-06-26,2010-07-28,33,16,460.8
131,청주,2010-06-26,2010-07-28,33,19,229.4
133,대전,2010-06-26,2010-07-28,33,22,237.8
135,추풍령,2010-06-26,2010-07-28,33,18,208.8
201,강화,2010-06-26,2010-07-28,33,18,343.1
202,양평,2010-06-26,2010-07-28,33,19,267.4
203,이천,2010-06-26,2010-07-28,33,19,199.6
211,인제,2010-06-26,2010-07-28,33,17,172.1
212,홍천,2010-06-26,2010-07-28,33,23,158.5
216,태백,2010-06-26,2010-07-28,33,18,106.8
221,제천,2010-06-26,2010-07-28,33,24,194.4
226,보은,2010-06-26,2010-07-28,33,18,204.1
232,천안,2010-06-26,2010-07-28,33,17,177
235,보령,2010-06-26,2010-07-28,33,17,407
236,부여,2010-06-26,2010-07-28,33,16,272
238,금산,2010-06-26,2010-07-28,33,19,282
130,울진,2011-06-10,2011-07-10,31,14,375.2
136,안동,2011-06-10,2011-07-10,31,14,445.3
138,포항,2011-06-10,2011-07-10,31,16,330.4
140,군산,2011-06-10,2011-07-10,31,17,660.6
143,대구,2011-06-10,2011-07-10,31,15,508.1
146,전주,2011-06-10,2011-07-10,31,18,464.8
152,울산,2011-06-10,2011-07-10,31,17,512.4
155,창원,2011-06-10,2011-07-10,31,18,533.5
156,광주,2011-06-10,2011-07-10,31,16,305.1
159,부산,2011-06-10,2011-07-10,31,20,388.2
162,통영,2011-06-10,2011-07-10,31,18,428.8
165,목포,2011-06-10,2011-07-10,31,16,349
168,여수,2011-06-10,2011-07-10,31,18,515.6
170,완도,2011-06-10,2011-07-10,31,19,401.5
184,제주,2011-06-10,2011-07-10,31,21,464.1
185,고산,2011-06-10,2011-07-10,31,20,304.7
188,성산,2011-06-10,2011-07-10,31,23,461.4
189,서귀포,2011-06-10,2011-07-10,31,20,681.1
192,진주,2011-06-10,2011-07-10,31,18,745.5
243,부안,2011-06-10,2011-07-10,31,18,369.1
244,임실,2011-06-10,2011-07-10,31,19,450.3
245,정읍,2011-06-10,2011-07-10,31,17,358
247,남원,2011-06-10,2011-07-10,31,18,347.8
248,장수,2011-06-10,2011-07-10,31,21,513.2
260,장흥,2011-06-10,2011-07-10,31,20,548.2
261,해남,2011-06-10,2011-07-10,31,19,509.2
262,고흥,2011-06-10,2011-07-10,31,16,627.5
271,봉화,2011-06-10,2011-07-10,31,17,541.7
272,영주,2011-06-10,2011-07-10,31,17,615.2
273,문경,2011-06-10,2011-07-10,31,18,577.8
277,영덕,2011-06-10,2011-07-10,31,15,273.5
278,의성,2011-06-10,2011-07-10,31,15,321.3
279,구미,2011-06-10,2011-07-10,31,16,399.7
281,영천,2011-06-10,2011-07-10,31,16,395.4
284,거창,2011-06-10,2011-07-10,31,19,482.9
285,합천,2011-06-10,2011-07-10,31,18,569.6
288,밀양,2011-06-10,2011-07-10,31,19,571.2
289,산청,2011-06-10,2011-07-10,31,20,795
294,거제,2011-06-10,2011-07-10,31,19,442
295,남해,2011-06-10,2011-07-10,31,20,612.6
90,속초,2011-06-22,2011-07-17,26,20,537.1
95,철원,2011-06-22,2011-07-17,26,21,614.9
100,대관령,2011-06-22,2011-07-17,26,20,674
101,춘천,2011-06-22,2011-07-17,26,20,788.5
105,강릉,2011-06-22,2011-07-17,26,19,554.5
108,서울,2011-06-22,2011-07-17,26,21,802.5
112,인천,2011-06-22,2011-07-17,26,21,682.7
114,원주,2011-06-22,2011-07-17,26,22,936
119,수원,2011-06-22,2011-07-17,26,21,861.8
127,충주,2011-06-22,2011-07-17,26,20,877
129,서산,2011-06-22,2011-07-17,26,22,903.5
131,청주,2011-06-22,2011-07-17,26,24,666.9
133,대전,2011-06-22,2011-07-17,26,20,839
135,추풍령,2011-06-22,2011-07-17,26,21,429.1
201,강화,2011-06-22,2011-07-17,26,22,873.7
202,양평,2011-06-22,2011-07-17,26,22,1006.5
203,이천,2011-06-22,2011-07-17,26,22,845.9
211,인제,2011-06-22,2011-07-17,26,19,738.5
212,홍천,2011-06-22,2011-07-17,26,23,763.2
216,태백,2011-06-22,2011-07-17,26,20,730
221,제천,2011-06-22,2011-07-17,26,22,933.7
226,보은,2011-06-22,2011-07-17,26,22,783.4
232,천안,2011-06-22,2011-07-17,26,22,780
235,보령,2011-06-22,2011-07-17,26,23,843.8
236,부여,2011-06-22,2011-07-17,26,21,810.6
238,금산,2011-06-22,2011-07-17,26,21,695.3
130,울진,2012-06-18,2012-07-17,30,17,219.4
136,안동,2012-06-18,2012-07-17,30,14,195
138,포항,2012-06-18,2012-07-17,30,17,229.7
140,군산,2012-06-18,2012-07-17,30,11,294.3
143,대구,2012-06-18,2012-07-17,30,16,251.5
146,전주,2012-06-18,2012-07-17,30,14,333.2
152,울산,2012-06-18,2012-07-17,30,16,240.4
155,창원,2012-06-18,2012-07-17,30,15,378.5
156,광주,2012-06-18,2012-07-17,30,15,321.7
159,부산,2012-06-18,2012-07-17,30,17,556.4
162,통영,2012-06-18,2012-07-17,30,18,320.1
165,목포,2012-06-18,2012-07-17,30,15,326.1
168,여수,2012-06-18,2012-07-17,30,18,276.5
170,완도,2012-06-18,2012-07-17,30,19,243.5
184,제주,2012-06-18,2012-07-17,30,17,246.6
185,고산,2012-06-18,2012-07-17,30,16,251
188,성산,2012-06-18,2012-07-17,30,21,327.7
189,서귀포,2012-06-18,2012-07-17,30,19,319
192,진주,2012-06-18,2012-07-17,30,15,302.1
243,부안,2012-06-18,2012-07-17,30,13,248.1
244,임실,2012-06-18,2012-07-17,30,17,343
245,정읍,2012-06-18,2012-07-17,30,15,263.7
247,남원,2012-06-18,2012-07-17,30,16,404.2
248,장수,2012-06-18,2012-07-17,30,15,430
260,장흥,2012-06-18,2012-07-17,30,18,206
261,해남,2012-06-18,2012-07-17,30,16,225.4
262,고흥,2012-06-18,2012-07-17,30,18,256.4
271,봉화,2012-06-18,2012-07-17,30,13,390.2
272,영주,2012-06-18,2012-07-17,30,11,305.3
273,문경,2012-06-18,2012-07-17,30,11,271.9
277,영덕,2012-06-18,2012-07-17,30,14,181.9
278,의성,2012-06-18,2012-07-17,30,13,290.7
279,구미,2012-06-18,2012-07-17,30,13,263.1
281,영천,2012-06-18,2012-07-17,30,18,285.4
284,거창,2012-06-18,2012-07-17,30,15,264.5
285,합천,2012-06-18,2012-07-17,30,14,347.2
288,밀양,2012-06-18,2012-07-17,30,14,263
289,산청,2012-06-18,2012-07-17,30,17,298.7
294,거제,2012-06-18,2012-07-17,30,20,477.8
295,남해,2012-06-18,2012-07-17,30,19,324
90,속초,2012-06-29,2012-07-17,19,12,214.1
95,철원,2012-06-29,2012-07-17,19,10,233.1
100,대관령,2012-06-29,2012-07-17,19,10,248.2
101,춘천,2012-06-29,2012-07-17,19,13,305.1
105,강릉,2012-06-29,2012-07-17,19,9,245.7
108,서울,2012-06-29,2012-07-17,19,12,423.3
112,인천,2012-06-29,2012-07-17,19,13,374.9
114,원주,2012-06-29,2012-07-17,19,9,458.1
119,수원,2012-06-29,2012-07-17,19,11,619
127,충주,2012-06-29,2012-07-17,19,14,262.4
129,서산,2012-06-29,2012-07-17,19,11,305.5
131,청주,2012-06-29,2012-07-17,19,11,234.4
133,대전,2012-06-29,2012-07-17,19,14,274.8
135,추풍령,2012-06-29,2012-07-17,19,11,230.6
201,강화,2012-06-29,2012-07-17,19,14,274.3
202,양평,2012-06-29,2012-07-17,19,12,385.2
203,이천,2012-06-29,2012-07-17,19,12,452.9
211,인제,2012-06-29,2012-07-17,19,13,227.3
212,홍천,2012-06-29,2012-07-17,19,10,260
216,태백,2012-06-29,2012-07-17,19,11,357.5
221,제천,2012-06-29,2012-07-17,19,12,385.1
226,보은,2012-06-29,2012-07-17,19,13,261.6
232,천안,2012-06-29,2012-07-17,19,10,244
235,보령,2012-06-29,2012-07-17,19,11,253.1
236,부여,2012-06-29,2012-07-17,19,13,304.4
238,금산,2012-06-29,2012-07-17,19,12,250.8
90,속초,2013-06-17,2013-08-04,49,28,326.1
95,철원,2013-06-17,2013-08-04,49,35,1039.4
100,대관령,2013-06-17,2013-08-04,49,37,473.6
101,춘천,2013-06-17,2013-08-04,49,31,940.3
105,강릉,2013-06-17,2013-08-04,49,26,278.2
108,서울,2013-06-17,2013-08-04,49,34,702.9
112,인천,2013-06-17,2013-08-04,49,28,470.9
114,원주,2013-06-17,2013-08-04,49,34,869.7
119,수원,2013-06-17,2013-08-04,49,34,482.9
127,충주,2013-06-17,2013-08-04,49,31,428.8
129,서산,2013-06-17,2013-08-04,49,26,300.7
131,청주,2013-06-17,2013-08-04,49,32,529.5
133,대전,2013-06-17,2013-08-04,49,28,424.1
135,추풍령,2013-06-17,2013-08-04,49,26,329.6
201,강화,2013-06-17,2013-08-04,49,32,575.4
202,양평,2013-06-17,2013-08-04,49,35,868
203,이천,2013-06-17,2013-08-04,49,35,666.7
211,인제,2013-06-17,2013-08-04,49,33,738.2
212,홍천,2013-06-17,2013-08-04,49,32,720.2
216,태백,2013-06-17,2013-08-04,49,34,312.5
221,제천,2013-06-17,2013-08-04,49,33,630.8
226,보은,2013-06-17,2013-08-04,49,33,427.5
232,천안,2013-06-17,2013-08-04,49,28,448.5
235,보령,2013-06-17,2013-08-04,49,25,424.5
236,부여,2013-06-17,2013-08-04,49,27,430.6
238,금산,2013-06-17,2013-08-04,49,31,377
130,울진,2013-06-18,2013-08-02,46,18,291.2
136,안동,2013-06-18,2013-08-02,46,25,331.4
138,포항,2013-06-18,2013-08-02,46,22,225.7
140,군산,2013-06-18,2013-08-02,46,20,323.3
143,대구,2013-06-18,2013-08-02,46,20,328.3
146,전주,2013-06-18,2013-08-02,46,24,446.7
152,울산,2013-06-18,2013-08-02,46,14,208.9
155,창원,2013-06-18,2013-08-02,46,18,309.1
156,광주,2013-06-18,2013-08-02,46,19,426.1
159,부산,2013-06-18,2013-08-02,46,16,278.5
162,통영,2013-06-18,2013-08-02,46,16,302.9
165,목포,2013-06-18,2013-08-02,46,16,299.3
168,여수,2013-06-18,2013-08-02,46,14,218.1
170,완도,2013-06-18,2013-08-02,46,13,259
184,제주,2013-06-18,2013-07-26,39,13,145.5
185,고산,2013-06-18,2013-07-26,39,12,94.4
188,성산,2013-06-18,2013-07-26,39,15,133.2
189,서귀포,2013-06-18,2013-07-26,39,15,85.1
192,진주,2013-06-18,2013-08-02,46,23,331.5
243,부안,2013-06-18,2013-08-02,46,22,391.9
244,임실,2013-06-18,2013-08-02,46,27,555.7
245,정읍,2013-06-18,2013-08-02,46,23,355
247,남원,2013-06-18,2013-08-02,46,25,523.9
248,장수,2013-06-18,2013-08-02,46,32,643.2
260,장흥,2013-06-18,2013-08-02,46,18,263
261,해남,2013-06-18,2013-08-02,46,17,280.3
262,고흥,2013-06-18,2013-08-02,46,13,258.4
271,봉화,2013-06-18,2013-08-02,46,30,397.7
272,영주,2013-06-18,2013-08-02,46,33,361.7
273,문경,2013-06-18,2013-08-02,46,26,473
277,영덕,2013-06-18,2013-08-02,46,20,204.2
278,의성,2013-06-18,2013-08-02,46,24,287.7
279,구미,2013-06-18,2013-08-02,46,25,253.8
281,영천,2013-06-18,2013-08-02,46,22,356.2
284,거창,2013-06-18,2013-08-02,46,24,343.2
285,합천,2013-06-18,2013-08-02,46,20,439.5
288,밀양,2013-06-18,2013-08-02,46,20,346.2
289,산청,2013-06-18,2013-08-02,46,18,402.9
294,거제,2013-06-18,2013-08-02,46,19,277.6
295,남해,2013-06-18,2013-08-02,46,17,291.7
184,제주,2014-06-17,2014-07-28,42,20,350.1
185,고산,2014-06-17,2014-07-28,42,18,332
188,성산,2014-06-17,2014-07-28,42,21,405.3
189,서귀포,2014-06-17,2014-07-28,42,22,532.9
90,속초,2014-07-02,2014-07-29,28,10,123.4
95,철원,2014-07-02,2014-07-29,28,14,186.7
100,대관령,2014-07-02,2014-07-29,28,12,77.8
101,춘천,2014-07-02,2014-07-29,28,12,117.3
105,강릉,2014-07-02,2014-07-29,28,10,95.9
108,서울,2014-07-02,2014-07-29,28,11,206.4
112,인천,2014-07-02,2014-07-29,28,12,225.9
114,원주,2014-07-02,2014-07-29,28,12,103.8
119,수원,2014-07-02,2014-07-29,28,12,264
127,충주,2014-07-02,2014-07-29,28,12,88.3
129,서산,2014-07-02,2014-07-29,28,15,138
130,울진,2014-07-02,2014-07-29,28,8,48.1
131,청주,2014-07-02,2014-07-29,28,14,104.1
133,대전,2014-07-02,2014-07-29,28,16,166.6
135,추풍령,2014-07-02,2014-07-29,28,14,72.7
136,안동,2014-07-02,2014-07-29,28,14,50.9
138,포항,2014-07-02,2014-07-29,28,17,89.9
140,군산,2014-07-02,2014-07-29,28,19,107.8
143,대구,2014-07-02,2014-07-29,28,14,109.1
146,전주,2014-07-02,2014-07-29,28,19,221.5
152,울산,2014-07-02,2014-07-29,28,12,96.9
155,창원,2014-07-02,2014-07-29,28,18,149.2
156,광주,2014-07-02,2014-07-29,28,19,240.9
159,부산,2014-07-02,2014-07-29,28,14,169.3
162,통영,2014-07-02,2014-07-29,28,17,193
165,목포,2014-07-02,2014-07-29,28,19,136.8
168,여수,2014-07-02,2014-07-29,28,18,160.5
170,완도,2014-07-02,2014-07-29,28,18,232.9
192,진주,2014-07-02,2014-07-29,28,18,175.3
201,강화,2014-07-02,2014-07-29,28,8,165.5
202,양평,2014-07-02,2014-07-29,28,10,148.3
203,이천,2014-07-02,2014-07-29,28,13,92.7
211,인제,2014-07-02,2014-07-29,28,12,106.5
212,홍천,2014-07-02,2014-07-29,28,11,177.3
216,태백,2014-07-02,2014-07-29,28,14,74.6
221,제천,2014-07-02,2014-07-29,28,14,111.2
226,보은,2014-07-02,2014-07-29,28,15,147.7
232,천안,2014-07-02,2014-07-29,28,13,236
235,보령,2014-07-02,2014-07-29,28,17,101.5
236,부여,2014-07-02,2014-07-29,28,18,170.2
238,금산,2014-07-02,2014-07-29,28,16,94.3
243,부안,2014-07-02,2014-07-29,28,18,139.1
244,임실,2014-07-02,2014-07-29,28,19,279.2
245,정읍,2014-07-02,2014-07-29,28,17,250.4
247,남원,2014-07-02,2014-07-29,28,18,222.5
248,장수,2014-07-02,2014-07-29,28,18,221.5
260,장흥,2014-07-02,2014-07-29,28,18,214.2
261,해남,2014-07-02,2014-07-29,28,17,116.5
262,고흥,2014-07-02,2014-07-29,28,19,301.2
271,봉화,2014-07-02,2014-07-29,28,12,42.8
272,영주,2014-07-02,2014-07-29,28,14,58.5
273,문경,2014-07-02,2014-07-29,28,11,55.5
277,영덕,2014-07-02,2014-07-29,28,11,60.3
278,의성,2014-07-02,2014-07-29,28,11,38.8
279,구미,2014-07-02,2014-07-29,28,13,95.5
281,영천,2014-07-02,2014-07-29,28,14,94.9
284,거창,2014-07-02,2014-07-29,28,16,159.9
285,합천,2014-07-02,2014-07-29,28,18,171
288,밀양,2014-07-02,2014-07-29,28,16,135.8
289,산청,2014-07-02,2014-07-29,28,17,163.3
294,거제,2014-07-02,2014-07-29,28,17,231.1
295,남해,2014-07-02,2014-07-29,28,18,231.2
130,울진,2015-06-24,2015-07-29,36,13,205
136,안동,2015-06-24,2015-07-29,36,17,180.8
138,포항,2015-06-24,2015-07-29,36,11,203.4
140,군산,2015-06-24,2015-07-29,36,17,181.8
143,대구,2015-06-24,2015-07-29,36,14,195
146,전주,2015-06-24,2015-07-29,36,20,193.5
152,울산,2015-06-24,2015-07-29,36,16,234.8
155,창원,2015-06-24,2015-07-29,36,15,257.5
156,광주,2015-06-24,2015-07-29,36,18,209.2
159,부산,2015-06-24,2015-07-29,36,18,232.2
162,통영,2015-06-24,2015-07-29,36,16,250
165,목포,2015-06-24,2015-07-29,36,17,235
168,여수,2015-06-24,2015-07-29,36,14,278.7
170,완도,2015-06-24,2015-07-29,36,21,377.1
184,제주,2015-06-24,2015-07-23,30,12,436.8
185,고산,2015-06-24,2015-07-23,30,11,310.8
188,성산,2015-06-24,2015-07-23,30,14,492.8
189,서귀포,2015-06-24,2015-07-23,30,15,600.8
192,진주,2015-06-24,2015-07-29,36,20,286.6
243,부안,2015-06-24,2015-07-29,36,17,189.6
244,임실,2015-06-24,2015-07-29,36,24,210.1
245,정읍,2015-06-24,2015-07-29,36,18,252.5
247,남원,2015-06-24,2015-07-29,36,20,200.1
248,장수,2015-06-24,2015-07-29,36,17,219.6
260,장흥,2015-06-24,2015-07-29,36,19,303.5
261,해남,2015-06-24,2015-07-29,36,17,309.1
262,고흥,2015-06-24,2015-07-29,36,16,332.4
271,봉화,2015-06-24,2015-07-29,36,21,125
272,영주,2015-06-24,2015-07-29,36,20,227.5
273,문경,2015-06-24,2015-07-29,36,19,178
277,영덕,2015-06-24,2015-07-29,36,11,192.5
278,의성,2015-06-24,2015-07-29,36,18,117.5
279,구미,2015-06-24,2015-07-29,36,15,208.6
281,영천,2015-06-24,2015-07-29,36,14,228.6
284,거창,2015-06-24,2015-07-29,36,16,315.1
285,합천,2015-06-24,2015-07-29,36,18,230.6
288,밀양,2015-06-24,2015-07-29,36,17,255
289,산청,2015-06-24,2015-07-29,36,18,480.7
294,거제,2015-06-24,2015-07-29,36,17,347.2
295,남해,2015-06-24,2015-07-29,36,20,420.2
90,속초,2015-06-25,2015-07-29,35,21,281.8
95,철원,2015-06-25,2015-07-29,35,19,475.5
100,대관령,2015-06-25,2015-07-29,35,22,199.1
101,춘천,2015-06-25,2015-07-29,35,17,257.8
105,강릉,2015-06-25,2015-07-29,35,21,224.9
108,서울,2015-06-25,2015-07-29,35,17,243
112,인천,2015-06-25,2015-07-29,35,16,195.5
114,원주,2015-06-25,2015-07-29,35,18,226.3
119,수원,2015-06-25,2015-07-29,35,16,242.2
127,충주,2015-06-25,2015-07-29,35,16,228.3
129,서산,2015-06-25,2015-07-29,35,20,196.1
131,청주,2015-06-25,2015-07-29,35,16,195.4
133,대전,2015-06-25,2015-07-29,35,17,228.8
135,추풍령,2015-06-25,2015-07-29,35,20,219.7
201,강화,2015-06-25,2015-07-29,35,19,195.2
202,양평,2015-06-25,2015-07-29,35,16,233.2
203,이천,2015-06-25,2015-07-29,35,16,229
211,인제,2015-06-25,2015-07-29,35,21,257.6
212,홍천,2015-06-25,2015-07-29,35,19,223.6
216,태백,2015-06-25,2015-07-29,35,20,235.7
221,제천,2015-06-25,2015-07-29,35,19,269.6
226,보은,2015-06-25,2015-07-29,35,21,219.2
232,천안,2015-06-25,2015-07-29,35,15,180.8
235,보령,2015-06-25,2015-07-29,35,17,147.4
236,부여,2015-06-25,2015-07-29,35,17,182.9
238,금산,2015-06-25,2015-07-29,35,21,237.5
130,울진,2016-06-18,2016-07-16,29,11,324.1
136,안동,2016-06-18,2016-07-16,29,13,293.1
138,포항,2016-06-18,2016-07-16,29,14,137
140,군산,2016-06-18,2016-07-16,29,15,352.2
143,대구,2016-06-18,2016-07-16,29,16,189
146,전주,2016-06-18,2016-07-16,29,16,320.3
152,울산,2016-06-18,2016-07-16,29,16,179.3
155,창원,2016-06-18,2016-07-16,29,17,274.9
156,광주,2016-06-18,2016-07-16,29,14,391.8
159,부산,2016-06-18,2016-07-16,29,19,283.4
162,통영,2016-06-18,2016-07-16,29,16,331.1
165,목포,2016-06-18,2016-07-16,29,16,369.7
168,여수,2016-06-18,2016-07-16,29,18,305.5
170,완도,2016-06-18,2016-07-16,29,21,347.9
184,제주,2016-06-18,2016-07-16,29,18,243.9
185,고산,2016-06-18,2016-07-16,29,14,299.5
188,성산,2016-06-18,2016-07-16,29,20,389.1
189,서귀포,2016-06-18,2016-07-16,29,18,450.8
192,진주,2016-06-18,2016-07-16,29,17,234.2
243,부안,2016-06-18,2016-07-16,29,14,255.6
244,임실,2016-06-18,2016-07-16,29,20,309
245,정읍,2016-06-18,2016-07-16,29,16,243.4
247,남원,2016-06-18,2016-07-16,29,16,323.9
248,장수,2016-06-18,2016-07-16,29,20,408.7
260,장흥,2016-06-18,2016-07-16,29,20,323.9
261,해남,2016-06-18,2016-07-16,29,20,292.9
262,고흥,2016-06-18,2016-07-16,29,17,270.7
271,봉화,2016-06-18,2016-07-16,29,13,402.6
272,영주,2016-06-18,2016-07-16,29,11,486.5
273,문경,2016-06-18,2016-07-16,29,14,429.6
277,영덕,2016-06-18,2016-07-16,29,14,197.7
278,의성,2016-06-18,2016-07-16,29,13,238.6
279,구미,2016-06-18,2016-07-16,29,14,309.5
281,영천,2016-06-18,2016-07-16,29,16,203.5
284,거창,2016-06-18,2016-07-16,29,13,260.4
285,합천,2016-06-18,2016-07-16,29,15,231.7
288,밀양,2016-06-18,2016-07-16,29,16,209.4
289,산청,2016-06-18,2016-07-16,29,20,268.5
294,거제,2016-06-18,2016-07-16,29,19,424.7
295,남해,2016-06-18,2016-07-16,29,18,309.6
90,속초,2016-06-24,2016-07-30,37,18,485.6
95,철원,2016-06-24,2016-07-30,37,20,456.1
100,대관령,2016-06-24,2016-07-30,37,14,429.6
101,춘천,2016-06-24,2016-07-30,37,19,625.9
105,강릉,2016-06-24,2016-07-30,37,15,422.4
108,서울,2016-06-24,2016-07-30,37,18,361.7
112,인천,2016-06-24,2016-07-30,37,14,304.6
114,원주,2016-06-24,2016-07-30,37,16,367.4
119,수원,2016-06-24,2016-07-30,37,18,324.3
127,충주,2016-06-24,2016-07-30,37,17,399.8
129,서산,2016-06-24,2016-07-30,37,14,325
131,청주,2016-06-24,2016-07-30,37,14,352.3
133,대전,2016-06-24,2016-07-30,37,17,418
135,추풍령,2016-06-24,2016-07-30,37,13,323.8
201,강화,2016-06-24,2016-07-30,37,17,328.9
202,양평,2016-06-24,2016-07-30,37,12,380
203,이천,2016-06-24,2016-07-30,37,14,297.8
211,인제,2016-06-24,2016-07-30,37,18,556.5
212,홍천,2016-06-24,2016-07-30,37,17,435.9
216,태백,2016-06-24,2016-07-30,37,13,441.6
221,제천,2016-06-24,2016-07-30,37,19,434.7
226,보은,2016-06-24,2016-07-30,37,17,533.9
232,천안,2016-06-24,2016-07-30,37,16,399.3
235,보령,2016-06-24,2016-07-30,37,18,221.3
236,부여,2016-06-24,2016-07-30,37,16,376.6
238,금산,2016-06-24,2016-07-30,37,17,410.8
184,제주,2017-06-24,2017-07-26,33,6,76.4
185,고산,2017-06-24,2017-07-26,33,6,93.9
188,성산,2017-06-24,2017-07-26,33,13,364.8
189,서귀포,2017-06-24,2017-07-26,33,10,104
130,울진,2017-06-29,2017-07-29,31,16,123.5
136,안동,2017-06-29,2017-07-29,31,17,402.2
138,포항,2017-06-29,2017-07-29,31,12,66.7
140,군산,2017-06-29,2017-07-29,31,16,184.7
143,대구,2017-06-29,2017-07-29,31,15,91.6
146,전주,2017-06-29,2017-07-29,31,17,188
152,울산,2017-06-29,2017-07-29,31,15,105.2
155,창원,2017-06-29,2017-07-29,31,15,165.9
156,광주,2017-06-29,2017-07-29,31,16,173.1
159,부산,2017-06-29,2017-07-29,31,15,190.9
162,통영,2017-06-29,2017-07-29,31,14,242.1
165,목포,2017-06-29,2017-07-29,31,15,105.7
168,여수,2017-06-29,2017-07-29,31,13,146.4
170,완도,2017-06-29,2017-07-29,31,10,166.8
192,진주,2017-06-29,2017-07-29,31,12,62.6
243,부안,2017-06-29,2017-07-29,31,20,330.9
244,임실,2017-06-29,2017-07-29,31,19,259.5
