지점번호,지점명,시작일,종료일,장마일수,강수일수,합계강수량
90,속초,1961-06-29,1961-07-14,16,0,
95,철원,1961-06-29,1961-07-14,16,0,
100,대관령,1961-06-29,1961-07-14,16,0,
101,춘천,1961-06-29,1961-07-14,16,0,
105,강릉,1961-06-29,1961-07-14,16,11,49.8
108,서울,1961-06-29,1961-07-14,16,14,220.9
112,인천,1961-06-29,1961-07-14,16,12,160.9
114,원주,1961-06-29,1961-07-14,16,0,
119,수원,1961-06-29,1961-07-14,16,0,
127,충주,1961-06-29,1961-07-14,16,0,
129,서산,1961-06-29,1961-07-14,16,0,
130,울진,1961-06-29,1961-07-12,14,0,
131,청주,1961-06-29,1961-07-14,16,0,
133,대전,1961-06-29,1961-07-14,16,0,
135,추풍령,1961-06-29,1961-07-14,16,14,343.7
136,안동,1961-06-29,1961-07-12,14,0,
138,포항,1961-06-29,1961-07-12,14,11,216.5
140,군산,1961-06-29,1961-07-12,14,0,
143,대구,1961-06-29,1961-07-12,14,12,361.4
146,전주,1961-06-29,1961-07-12,14,14,264.4
152,울산,1961-06-29,1961-07-12,14,9,150.2
155,창원,1961-06-29,1961-07-12,14,0,
156,광주,1961-06-29,1961-07-12,14,14,245.4
159,부산,1961-06-29,1961-07-12,14,11,336.3
162,통영,1961-06-29,1961-07-12,14,0,
165,목포,1961-06-29,1961-07-12,14,13,173.1
168,여수,1961-06-29,1961-07-12,14,11,167.5
170,완도,1961-06-29,1961-07-12,14,0,
184,제주,1961-06-29,1961-07-11,13,9,134.9
185,고산,1961-06-29,1961-07-11,13,0,
188,성산,1961-06-29,1961-07-11,13,0,
189,서귀포,1961-06-29,1961-07-11,13,8,133.8
192,진주,1961-06-29,1961-07-12,14,0,
201,강화,1961-06-29,1961-07-14,16,0,
202,양평,1961-06-29,1961-07-14,16,0,
203,이천,1961-06-29,1961-07-14,16,0,
211,인제,1961-06-29,1961-07-14,16,0,
212,홍천,1961-06-29,1961-07-14,16,0,
216,태백,1961-06-29,1961-07-14,16,0,
221,제천,1961-06-29,1961-07-14,16,0,
226,보은,1961-06-29,1961-07-14,16,0,
232,천안,1961-06-29,1961-07-14,16,0,
235,보령,1961-06-29,1961-07-14,16,0,
236,부여,1961-06-29,1961-07-14,16,0,
238,금산,1961-06-29,1961-07-14,16,0,
243,부안,1961-06-29,1961-07-12,14,0,
244,임실,1961-06-29,1961-07-12,14,0,
245,정읍,1961-06-29,1961-07-12,14,0,
247,남원,1961-06-29,1961-07-12,14,0,
248,장수,1961-06-29,1961-07-12,14,0,
260,장흥,1961-06-29,1961-07-12,14,0,
261,해남,1961-06-29,1961-07-12,14,0,
262,고흥,1961-06-29,1961-07-12,14,0,
271,봉화,1961-06-29,1961-07-12,14,0,
272,영주,1961-06-29,1961-07-12,14,0,
273,문경,1961-06-29,1961-07-12,14,0,
277,영덕,1961-06-29,1961-07-12,14,0,
278,의성,1961-06-29,1961-07-12,14,0,
279,구미,1961-06-29,1961-07-12,14,0,
281,영천,1961-06-29,1961-07-12,14,0,
284,거창,1961-06-29,1961-07-12,14,0,
285,합천,1961-06-29,1961-07-12,14,0,
288,밀양,1961-06-29,1961-07-12,14,0,
289,산청,1961-06-29,1961-07-12,14,0,
294,거제,1961-06-29,1961-07-12,14,0,
295,남해,1961-06-29,1961-07-12,14,0,
130,울진,1962-07-01,1962-07-23,23,0,
136,안동,1962-07-01,1962-07-23,23,0,
138,포항,1962-07-01,1962-07-23,23,15,95.7
140,군산,1962-07-01,1962-07-23,23,0,
143,대구,1962-07-01,1962-07-23,23,12,154.3
146,전주,1962-07-01,1962-07-23,23,15,237.2
152,울산,1962-07-01,1962-07-23,23,14,168.7
155,창원,1962-07-01,1962-07-23,23,0,
156,광주,1962-07-01,1962-07-23,23,17,382.2
159,부산,1962-07-01,1962-07-23,23,16,271.1
162,통영,1962-07-01,1962-07-23,23,0,
165,목포,1962-07-01,1962-07-23,23,17,164.6
168,여수,1962-07-01,1962-07-23,23,19,298.6
170,완도,1962-07-01,1962-07-23,23,0,
184,제주,1962-07-01,1962-07-23,23,18,384.2
185,고산,1962-07-01,1962-07-23,23,0,
188,성산,1962-07-01,1962-07-23,23,0,
189,서귀포,1962-07-01,1962-07-23,23,18,395.3
192,진주,1962-07-01,1962-07-23,23,0,
243,부안,1962-07-01,1962-07-23,23,0,
244,임실,1962-07-01,1962-07-23,23,0,
245,정읍,1962-07-01,1962-07-23,23,0,
247,남원,1962-07-01,1962-07-23,23,0,
248,장수,1962-07-01,1962-07-23,23,0,
260,장흥,1962-07-01,1962-07-23,23,0,
261,해남,1962-07-01,1962-07-23,23,0,
262,고흥,1962-07-01,1962-07-23,23,0,
271,봉화,1962-07-01,1962-07-23,23,0,
272,영주,1962-07-01,1962-07-23,23,0,
273,문경,1962-07-01,1962-07-23,23,0,
277,영덕,1962-07-01,1962-07-23,23,0,
278,의성,1962-07-01,1962-07-23,23,0,
279,구미,1962-07-01,1962-07-23,23,0,
281,영천,1962-07-01,1962-07-23,23,0,
284,거창,1962-07-01,1962-07-23,23,0,
285,합천,1962-07-01,1962-07-23,23,0,
288,밀양,1962-07-01,1962-07-23,23,0,
289,산청,1962-07-01,1962-07-23,23,0,
294,거제,1962-07-01,1962-07-23,23,0,
295,남해,1962-07-01,1962-07-23,23,0,
90,속초,1962-07-03,1962-07-23,21,0,
95,철원,1962-07-03,1962-07-23,21,0,
100,대관령,1962-07-03,1962-07-23,21,0,
101,춘천,1962-07-03,1962-07-23,21,0,
105,강릉,1962-07-03,1962-07-23,21,13,80.8
108,서울,1962-07-03,1962-07-23,21,10,139.9
112,인천,1962-07-03,1962-07-23,21,9,163.5
114,원주,1962-07-03,1962-07-23,21,0,
119,수원,1962-07-03,1962-07-23,21,0,
127,충주,1962-07-03,1962-07-23,21,0,
129,서산,1962-07-03,1962-07-23,21,0,
131,청주,1962-07-03,1962-07-23,21,0,
133,대전,1962-07-03,1962-07-23,21,0,
135,추풍령,1962-07-03,1962-07-23,21,16,175.1
201,강화,1962-07-03,1962-07-23,21,0,
202,양평,1962-07-03,1962-07-23,21,0,
203,이천,1962-07-03,1962-07-23,21,0,
211,인제,1962-07-03,1962-07-23,21,0,
212,홍천,1962-07-03,1962-07-23,21,0,
216,태백,1962-07-03,1962-07-23,21,0,
221,제천,1962-07-03,1962-07-23,21,0,
226,보은,1962-07-03,1962-07-23,21,0,
232,천안,1962-07-03,1962-07-23,21,0,
235,보령,1962-07-03,1962-07-23,21,0,
236,부여,1962-07-03,1962-07-23,21,0,
238,금산,1962-07-03,1962-07-23,21,0,
90,속초,1963-06-22,1963-07-29,38,0,
95,철원,1963-06-22,1963-07-29,38,0,
100,대관령,1963-06-22,1963-07-29,38,0,
101,춘천,1963-06-22,1963-07-29,38,0,
105,강릉,1963-06-22,1963-07-29,38,22,321.6
108,서울,1963-06-22,1963-07-29,38,22,834.7
112,인천,1963-06-22,1963-07-29,38,24,589.8
114,원주,1963-06-22,1963-07-29,38,0,
119,수원,1963-06-22,1963-07-29,38,0,
127,충주,1963-06-22,1963-07-29,38,0,
129,서산,1963-06-22,1963-07-29,38,0,
130,울진,1963-06-22,1963-07-28,37,0,
131,청주,1963-06-22,1963-07-29,38,0,
133,대전,1963-06-22,1963-07-29,38,0,
135,추풍령,1963-06-22,1963-07-29,38,27,328.5
136,안동,1963-06-22,1963-07-28,37,0,
138,포항,1963-06-22,1963-07-28,37,19,304.3
140,군산,1963-06-22,1963-07-28,37,0,
143,대구,1963-06-22,1963-07-28,37,20,414.4
146,전주,1963-06-22,1963-07-28,37,28,521.9
152,울산,1963-06-22,1963-07-28,37,19,466.1
155,창원,1963-06-22,1963-07-28,37,0,
156,광주,1963-06-22,1963-07-28,37,26,539.6
159,부산,1963-06-22,1963-07-28,37,21,847.6
162,통영,1963-06-22,1963-07-28,37,0,
165,목포,1963-06-22,1963-07-28,37,18,576.5
168,여수,1963-06-22,1963-07-28,37,27,765.8
170,완도,1963-06-22,1963-07-28,37,0,
192,진주,1963-06-22,1963-07-28,37,0,
201,강화,1963-06-22,1963-07-29,38,0,
202,양평,1963-06-22,1963-07-29,38,0,
203,이천,1963-06-22,1963-07-29,38,0,
211,인제,1963-06-22,1963-07-29,38,0,
212,홍천,1963-06-22,1963-07-29,38,0,
216,태백,1963-06-22,1963-07-29,38,0,
221,제천,1963-06-22,1963-07-29,38,0,
226,보은,1963-06-22,1963-07-29,38,0,
232,천안,1963-06-22,1963-07-29,38,0,
235,보령,1963-06-22,1963-07-29,38,0,
236,부여,1963-06-22,1963-07-29,38,0,
238,금산,1963-06-22,1963-07-29,38,0,
243,부안,1963-06-22,1963-07-28,37,0,
244,임실,1963-06-22,1963-07-28,37,0,
245,정읍,1963-06-22,1963-07-28,37,0,
247,남원,1963-06-22,1963-07-28,37,0,
248,장수,1963-06-22,1963-07-28,37,0,
260,장흥,1963-06-22,1963-07-28,37,0,
261,해남,1963-06-22,1963-07-28,37,0,
262,고흥,1963-06-22,1963-07-28,37,0,
271,봉화,1963-06-22,1963-07-28,37,0,
272,영주,1963-06-22,1963-07-28,37,0,
273,문경,1963-06-22,1963-07-28,37,0,
277,영덕,1963-06-22,1963-07-28,37,0,
278,의성,1963-06-22,1963-07-28,37,0,
279,구미,1963-06-22,1963-07-28,37,0,
281,영천,1963-06-22,1963-07-28,37,0,
284,거창,1963-06-22,1963-07-28,37,0,
285,합천,1963-06-22,1963-07-28,37,0,
288,밀양,1963-06-22,1963-07-28,37,0,
289,산청,1963-06-22,1963-07-28,37,0,
294,거제,1963-06-22,1963-07-28,37,0,
295,남해,1963-06-22,1963-07-28,37,0,
184,제주,1963-06-23,1963-07-13,21,14,375.7
185,고산,1963-06-23,1963-07-13,21,0,
188,성산,1963-06-23,1963-07-13,21,0,
189,서귀포,1963-06-23,1963-07-13,21,15,554.5
130,울진,1964-06-24,1964-07-19,26,0,
136,안동,1964-06-24,1964-07-19,26,0,
138,포항,1964-06-24,1964-07-19,26,11,265
140,군산,1964-06-24,1964-07-19,26,0,
143,대구,1964-06-24,1964-07-19,26,13,258.3
146,전주,1964-06-24,1964-07-19,26,15,399.7
152,울산,1964-06-24,1964-07-19,26,12,158
155,창원,1964-06-24,1964-07-19,26,0,
156,광주,1964-06-24,1964-07-19,26,17,186.1
159,부산,1964-06-24,1964-07-19,26,15,139.3
162,통영,1964-06-24,1964-07-19,26,0,
165,목포,1964-06-24,1964-07-19,26,12,133.8
168,여수,1964-06-24,1964-07-19,26,13,171.2
170,완도,1964-06-24,1964-07-19,26,0,
184,제주,1964-06-24,1964-07-22,29,8,115.8
185,고산,1964-06-24,1964-07-22,29,0,
188,성산,1964-06-24,1964-07-22,29,0,
189,서귀포,1964-06-24,1964-07-22,29,16,210.7
192,진주,1964-06-24,1964-07-19,26,0,
243,부안,1964-06-24,1964-07-19,26,0,
244,임실,1964-06-24,1964-07-19,26,0,
245,정읍,1964-06-24,1964-07-19,26,0,
247,남원,1964-06-24,1964-07-19,26,0,
248,장수,1964-06-24,1964-07-19,26,0,
260,장흥,1964-06-24,1964-07-19,26,0,
261,해남,1964-06-24,1964-07-19,26,0,
262,고흥,1964-06-24,1964-07-19,26,0,
271,봉화,1964-06-24,1964-07-19,26,0,
272,영주,1964-06-24,1964-07-19,26,0,
273,문경,1964-06-24,1964-07-19,26,0,
277,영덕,1964-06-24,1964-07-19,26,0,
278,의성,1964-06-24,1964-07-19,26,0,
279,구미,1964-06-24,1964-07-19,26,0,
281,영천,1964-06-24,1964-07-19,26,0,
284,거창,1964-06-24,1964-07-19,26,0,
285,합천,1964-06-24,1964-07-19,26,0,
288,밀양,1964-06-24,1964-07-19,26,0,
289,산청,1964-06-24,1964-07-19,26,0,
294,거제,1964-06-24,1964-07-19,26,0,
295,남해,1964-06-24,1964-07-19,26,0,
90,속초,1964-07-01,1964-07-23,23,0,
95,철원,1964-07-01,1964-07-23,23,0,
100,대관령,1964-07-01,1964-07-23,23,0,
101,춘천,1964-07-01,1964-07-23,23,0,
105,강릉,1964-07-01,1964-07-23,23,14,213
108,서울,1964-07-01,1964-07-23,23,15,465.3
112,인천,1964-07-01,1964-07-23,23,15,305
114,원주,1964-07-01,1964-07-23,23,0,
119,수원,1964-07-01,1964-07-23,23,16,429.3
127,충주,1964-07-01,1964-07-23,23,0,
129,서산,1964-07-01,1964-07-23,23,0,
131,청주,1964-07-01,1964-07-23,23,0,
133,대전,1964-07-01,1964-07-23,23,0,
135,추풍령,1964-07-01,1964-07-23,23,14,239.9
201,강화,1964-07-01,1964-07-23,23,0,
202,양평,1964-07-01,1964-07-23,23,0,
203,이천,1964-07-01,1964-07-23,23,0,
211,인제,1964-07-01,1964-07-23,23,0,
212,홍천,1964-07-01,1964-07-23,23,0,
216,태백,1964-07-01,1964-07-23,23,0,
221,제천,1964-07-01,1964-07-23,23,0,
226,보은,1964-07-01,1964-07-23,23,0,
232,천안,1964-07-01,1964-07-23,23,0,
235,보령,1964-07-01,1964-07-23,23,0,
236,부여,1964-07-01,1964-07-23,23,0,
238,금산,1964-07-01,1964-07-23,23,0,
184,제주,1965-06-25,1965-07-29,35,20,295.7
185,고산,1965-06-25,1965-07-29,35,0,
188,성산,1965-06-25,1965-07-29,35,0,
189,서귀포,1965-06-25,1965-07-29,35,26,555.1
130,울진,1965-06-26,1965-07-29,34,0,
136,안동,1965-06-26,1965-07-29,34,0,
138,포항,1965-06-26,1965-07-29,34,18,452.3
140,군산,1965-06-26,1965-07-29,34,0,
143,대구,1965-06-26,1965-07-29,34,19,533.1
146,전주,1965-06-26,1965-07-29,34,24,573.7
152,울산,1965-06-26,1965-07-29,34,18,466
155,창원,1965-06-26,1965-07-29,34,0,
156,광주,1965-06-26,1965-07-29,34,22,546.3
159,부산,1965-06-26,1965-07-29,34,24,499.6
162,통영,1965-06-26,1965-07-29,34,0,
165,목포,1965-06-26,1965-07-29,34,22,211.4
168,여수,1965-06-26,1965-07-29,34,21,475.3
170,완도,1965-06-26,1965-07-29,34,0,
192,진주,1965-06-26,1965-07-29,34,0,
243,부안,1965-06-26,1965-07-29,34,0,
244,임실,1965-06-26,1965-07-29,34,0,
245,정읍,1965-06-26,1965-07-29,34,0,
247,남원,1965-06-26,1965-07-29,34,0,
248,장수,1965-06-26,1965-07-29,34,0,
260,장흥,1965-06-26,1965-07-29,34,0,
261,해남,1965-06-26,1965-07-29,34,0,
262,고흥,1965-06-26,1965-07-29,34,0,
271,봉화,1965-06-26,1965-07-29,34,0,
272,영주,1965-06-26,1965-07-29,34,0,
273,문경,1965-06-26,1965-07-29,34,0,
277,영덕,1965-06-26,1965-07-29,34,0,
278,의성,1965-06-26,1965-07-29,34,0,
279,구미,1965-06-26,1965-07-29,34,0,
281,영천,1965-06-26,1965-07-29,34,0,
284,거창,1965-06-26,1965-07-29,34,0,
285,합천,1965-06-26,1965-07-29,34,0,
288,밀양,1965-06-26,1965-07-29,34,0,
289,산청,1965-06-26,1965-07-29,34,0,
294,거제,1965-06-26,1965-07-29,34,0,
295,남해,1965-06-26,1965-07-29,34,0,
90,속초,1965-07-04,1965-07-30,27,0,
95,철원,1965-07-04,1965-07-30,27,0,
100,대관령,1965-07-04,1965-07-30,27,0,
101,춘천,1965-07-04,1965-07-30,27,0,
105,강릉,1965-07-04,1965-07-30,27,20,470.5
108,서울,1965-07-04,1965-07-30,27,17,631.5
112,인천,1965-07-04,1965-07-30,27,18,524.8
114,원주,1965-07-04,1965-07-30,27,0,
119,수원,1965-07-04,1965-07-30,27,20,555.1
127,충주,1965-07-04,1965-07-30,27,0,
129,서산,1965-07-04,1965-07-30,27,0,
131,청주,1965-07-04,1965-07-30,27,0,
133,대전,1965-07-04,1965-07-30,27,0,
135,추풍령,1965-07-04,1965-07-30,27,22,540.6
201,강화,1965-07-04,1965-07-30,27,0,
202,양평,1965-07-04,1965-07-30,27,0,
203,이천,1965-07-04,1965-07-30,27,0,
211,인제,1965-07-04,1965-07-30,27,0,
212,홍천,1965-07-04,1965-07-30,27,0,
216,태백,1965-07-04,1965-07-30,27,0,
221,제천,1965-07-04,1965-07-30,27,0,
226,보은,1965-07-04,1965-07-30,27,0,
232,천안,1965-07-04,1965-07-30,27,0,
235,보령,1965-07-04,1965-07-30,27,0,
236,부여,1965-07-04,1965-07-30,27,0,
238,금산,1965-07-04,1965-07-30,27,0,
90,속초,1966-06-24,1966-08-03,41,0,
95,철원,1966-06-24,1966-08-03,41,0,
100,대관령,1966-06-24,1966-08-03,41,0,
101,춘천,1966-06-24,1966-08-03,41,30,1070.6
105,강릉,1966-06-24,1966-08-03,41,27,456.4
108,서울,1966-06-24,1966-08-03,41,26,1031.5
112,인천,1966-06-24,1966-08-03,41,24,497.1
114,원주,1966-06-24,1966-08-03,41,0,
119,수원,1966-06-24,1966-08-03,41,25,609
127,충주,1966-06-24,1966-08-03,41,0,
129,서산,1966-06-24,1966-08-03,41,0,
130,울진,1966-06-24,1966-07-25,32,0,
131,청주,1966-06-24,1966-08-03,41,0,
133,대전,1966-06-24,1966-08-03,41,0,
135,추풍령,1966-06-24,1966-08-03,41,23,372.9
136,안동,1966-06-24,1966-07-25,32,0,
138,포항,1966-06-24,1966-07-25,32,11,198.9
140,군산,1966-06-24,1966-07-25,32,0,
143,대구,1966-06-24,1966-07-25,32,14,217.8
146,전주,1966-06-24,1966-07-25,32,18,291.4
152,울산,1966-06-24,1966-07-25,32,9,178.6
155,창원,1966-06-24,1966-07-25,32,0,
156,광주,1966-06-24,1966-07-25,32,20,227.5
159,부산,1966-06-24,1966-07-25,32,14,162.1
162,통영,1966-06-24,1966-07-25,32,0,
165,목포,1966-06-24,1966-07-25,32,14,136
168,여수,1966-06-24,1966-07-25,32,16,168.2
170,완도,1966-06-24,1966-07-25,32,0,
184,제주,1966-06-24,1966-07-22,29,11,276.2
185,고산,1966-06-24,1966-07-22,29,0,
188,성산,1966-06-24,1966-07-22,29,0,
189,서귀포,1966-06-24,1966-07-22,29,16,419.6
192,진주,1966-06-24,1966-07-25,32,0,
201,강화,1966-06-24,1966-08-03,41,0,
202,양평,1966-06-24,1966-08-03,41,0,
203,이천,1966-06-24,1966-08-03,41,0,
211,인제,1966-06-24,1966-08-03,41,0,
212,홍천,1966-06-24,1966-08-03,41,0,
216,태백,1966-06-24,1966-08-03,41,0,
221,제천,1966-06-24,1966-08-03,41,0,
226,보은,1966-06-24,1966-08-03,41,0,
232,천안,1966-06-24,1966-08-03,41,0,
235,보령,1966-06-24,1966-08-03,41,0,
236,부여,1966-06-24,1966-08-03,41,0,
238,금산,1966-06-24,1966-08-03,41,0,
243,부안,1966-06-24,1966-07-25,32,0,
244,임실,1966-06-24,1966-07-25,32,0,
245,정읍,1966-06-24,1966-07-25,32,0,
247,남원,1966-06-24,1966-07-25,32,0,
248,장수,1966-06-24,1966-07-25,32,0,
260,장흥,1966-06-24,1966-07-25,32,0,
261,해남,1966-06-24,1966-07-25,32,0,
262,고흥,1966-06-24,1966-07-25,32,0,
271,봉화,1966-06-24,1966-07-25,32,0,
272,영주,1966-06-24,1966-07-25,32,0,
273,문경,1966-06-24,1966-07-25,32,0,
277,영덕,1966-06-24,1966-07-25,32,0,
278,의성,1966-06-24,1966-07-25,32,0,
279,구미,1966-06-24,1966-07-25,32,0,
281,영천,1966-06-24,1966-07-25,32,0,
284,거창,1966-06-24,1966-07-25,32,0,
285,합천,1966-06-24,1966-07-25,32,0,
288,밀양,1966-06-24,1966-07-25,32,0,
289,산청,1966-06-24,1966-07-25,32,0,
294,거제,1966-06-24,1966-07-25,32,0,
295,남해,1966-06-24,1966-07-25,32,0,
130,울진,1967-06-24,1967-07-23,30,0,
136,안동,1967-06-24,1967-07-23,30,0,
138,포항,1967-06-24,1967-07-23,30,11,195
140,군산,1967-06-24,1967-07-23,30,0,
143,대구,1967-06-24,1967-07-23,30,15,196.7
146,전주,1967-06-24,1967-07-23,30,16,322.2
152,울산,1967-06-24,1967-07-23,30,14,322.3
155,창원,1967-06-24,1967-07-23,30,0,
156,광주,1967-06-24,1967-07-23,30,17,252
159,부산,1967-06-24,1967-07-23,30,18,394.4
162,통영,1967-06-24,1967-07-23,30,0,
165,목포,1967-06-24,1967-07-23,30,16,307.3
168,여수,1967-06-24,1967-07-23,30,16,427.3
170,완도,1967-06-24,1967-07-23,30,0,
184,제주,1967-06-24,1967-07-23,30,16,252.9
185,고산,1967-06-24,1967-07-23,30,0,
188,성산,1967-06-24,1967-07-23,30,0,
189,서귀포,1967-06-24,1967-07-23,30,17,407.8
192,진주,1967-06-24,1967-07-23,30,0,
243,부안,1967-06-24,1967-07-23,30,0,
244,임실,1967-06-24,1967-07-23,30,0,
245,정읍,1967-06-24,1967-07-23,30,0,
247,남원,1967-06-24,1967-07-23,30,0,
248,장수,1967-06-24,1967-07-23,30,0,
260,장흥,1967-06-24,1967-07-23,30,0,
261,해남,1967-06-24,1967-07-23,30,0,
262,고흥,1967-06-24,1967-07-23,30,0,
271,봉화,1967-06-24,1967-07-23,30,0,
272,영주,1967-06-24,1967-07-23,30,0,
273,문경,1967-06-24,1967-07-23,30,0,
277,영덕,1967-06-24,1967-07-23,30,0,
278,의성,1967-06-24,1967-07-23,30,0,
279,구미,1967-06-24,1967-07-23,30,0,
281,영천,1967-06-24,1967-07-23,30,0,
284,거창,1967-06-24,1967-07-23,30,0,
285,합천,1967-06-24,1967-07-23,30,0,
288,밀양,1967-06-24,1967-07-23,30,0,
289,산청,1967-06-24,1967-07-23,30,0,
294,거제,1967-06-24,1967-07-23,30,0,
295,남해,1967-06-24,1967-07-23,30,0,
90,속초,1967-06-25,1967-07-23,29,0,
95,철원,1967-06-25,1967-07-23,29,0,
100,대관령,1967-06-25,1967-07-23,29,0,
101,춘천,1967-06-25,1967-07-23,29,17,420.3
105,강릉,1967-06-25,1967-07-23,29,18,218.3
108,서울,1967-06-25,1967-07-23,29,17,312.3
112,인천,1967-06-25,1967-07-23,29,15,262.9
114,원주,1967-06-25,1967-07-23,29,0,
119,수원,1967-06-25,1967-07-23,29,17,300.2
127,충주,1967-06-25,1967-07-23,29,0,
129,서산,1967-06-25,1967-07-23,29,0,
131,청주,1967-06-25,1967-07-23,29,17,335.5
133,대전,1967-06-25,1967-07-23,29,0,
135,추풍령,1967-06-25,1967-07-23,29,14,261.7
201,강화,1967-06-25,1967-07-23,29,0,
202,양평,1967-06-25,1967-07-23,29,0,
203,이천,1967-06-25,1967-07-23,29,0,
211,인제,1967-06-25,1967-07-23,29,0,
212,홍천,1967-06-25,1967-07-23,29,0,
216,태백,1967-06-25,1967-07-23,29,0,
221,제천,1967-06-25,1967-07-23,29,0,
226,보은,1967-06-25,1967-07-23,29,0,
232,천안,1967-06-25,1967-07-23,29,0,
235,보령,1967-06-25,1967-07-23,29,0,
236,부여,1967-06-25,1967-07-23,29,0,
238,금산,1967-06-25,1967-07-23,29,0,
184,제주,1968-06-24,1968-07-19,26,11,314.8
185,고산,1968-06-24,1968-07-19,26,0,
188,성산,1968-06-24,1968-07-19,26,0,
189,서귀포,1968-06-24,1968-07-19,26,19,303
90,속초,1968-06-28,1968-07-19,22,13,182.7
95,철원,1968-06-28,1968-07-19,22,0,
100,대관령,1968-06-28,1968-07-19,22,0,
101,춘천,1968-06-28,1968-07-19,22,11,283.3
105,강릉,1968-06-28,1968-07-19,22,14,143.3
108,서울,1968-06-28,1968-07-19,22,14,364.6
112,인천,1968-06-28,1968-07-19,22,11,267.9
114,원주,1968-06-28,1968-07-19,22,0,
119,수원,1968-06-28,1968-07-19,22,13,454.3
127,충주,1968-06-28,1968-07-19,22,0,
129,서산,1968-06-28,1968-07-19,22,11,322.4
131,청주,1968-06-28,1968-07-19,22,10,183.2
133,대전,1968-06-28,1968-07-19,22,0,
135,추풍령,1968-06-28,1968-07-19,22,8,205.4
201,강화,1968-06-28,1968-07-19,22,0,
202,양평,1968-06-28,1968-07-19,22,0,
203,이천,1968-06-28,1968-07-19,22,0,
211,인제,1968-06-28,1968-07-19,22,0,
212,홍천,1968-06-28,1968-07-19,22,0,
216,태백,1968-06-28,1968-07-19,22,0,
221,제천,1968-06-28,1968-07-19,22,0,
226,보은,1968-06-28,1968-07-19,22,0,
232,천안,1968-06-28,1968-07-19,22,0,
235,보령,1968-06-28,1968-07-19,22,0,
236,부여,1968-06-28,1968-07-19,22,0,
238,금산,1968-06-28,1968-07-19,22,0,
130,울진,1968-06-29,1968-07-19,21,0,
136,안동,1968-06-29,1968-07-19,21,0,
138,포항,1968-06-29,1968-07-19,21,9,160.9
140,군산,1968-06-29,1968-07-19,21,10,101.8
143,대구,1968-06-29,1968-07-19,21,11,147.3
146,전주,1968-06-29,1968-07-19,21,8,99.3
152,울산,1968-06-29,1968-07-19,21,9,182.5
155,창원,1968-06-29,1968-07-19,21,0,
156,광주,1968-06-29,1968-07-19,21,7,35.3
159,부산,1968-06-29,1968-07-19,21,10,113.7
162,통영,1968-06-29,1968-07-19,21,11,61.7
165,목포,1968-06-29,1968-07-19,21,11,59.9
168,여수,1968-06-29,1968-07-19,21,10,52.7
170,완도,1968-06-29,1968-07-19,21,0,
192,진주,1968-06-29,1968-07-19,21,0,
243,부안,1968-06-29,1968-07-19,21,0,
244,임실,1968-06-29,1968-07-19,21,0,
245,정읍,1968-06-29,1968-07-19,21,0,
247,남원,1968-06-29,1968-07-19,21,0,
248,장수,1968-06-29,1968-07-19,21,0,
260,장흥,1968-06-29,1968-07-19,21,0,
261,해남,1968-06-29,1968-07-19,21,0,
262,고흥,1968-06-29,1968-07-19,21,0,
271,봉화,1968-06-29,1968-07-19,21,0,
272,영주,1968-06-29,1968-07-19,21,0,
273,문경,1968-06-29,1968-07-19,21,0,
277,영덕,1968-06-29,1968-07-19,21,0,
278,의성,1968-06-29,1968-07-19,21,0,
279,구미,1968-06-29,1968-07-19,21,0,
281,영천,1968-06-29,1968-07-19,21,0,
284,거창,1968-06-29,1968-07-19,21,0,
285,합천,1968-06-29,1968-07-19,21,0,
288,밀양,1968-06-29,1968-07-19,21,0,
289,산청,1968-06-29,1968-07-19,21,0,
294,거제,1968-06-29,1968-07-19,21,0,
295,남해,1968-06-29,1968-07-19,21,0,
184,제주,1969-06-24,1969-08-07,45,24,477.3
185,고산,1969-06-24,1969-08-07,45,0,
188,성산,1969-06-24,1969-08-07,45,0,
189,서귀포,1969-06-24,1969-08-07,45,26,684.9
90,속초,1969-06-25,1969-08-10,47,25,416
95,철원,1969-06-25,1969-08-10,47,0,
100,대관령,1969-06-25,1969-08-10,47,0,
101,춘천,1969-06-25,1969-08-10,47,30,571.1
105,강릉,1969-06-25,1969-08-10,47,28,428.9
108,서울,1969-06-25,1969-08-10,47,29,713.3
112,인천,1969-06-25,1969-08-10,47,24,724.5
114,원주,1969-06-25,1969-08-10,47,0,
119,수원,1969-06-25,1969-08-10,47,30,543.3
127,충주,1969-06-25,1969-08-10,47,0,
129,서산,1969-06-25,1969-08-10,47,29,373.8
130,울진,1969-06-25,1969-08-11,48,0,
131,청주,1969-06-25,1969-08-10,47,32,737.6
133,대전,1969-06-25,1969-08-10,47,31,871.5
135,추풍령,1969-06-25,1969-08-10,47,33,463.5
136,안동,1969-06-25,1969-08-11,48,0,
138,포항,1969-06-25,1969-08-11,48,24,316.9
140,군산,1969-06-25,1969-08-11,48,28,465.4
143,대구,1969-06-25,1969-08-11,48,26,513.7
146,전주,1969-06-25,1969-08-11,48,27,625.6
152,울산,1969-06-25,1969-08-11,48,29,571.8
155,창원,1969-06-25,1969-08-11,48,0,
156,광주,1969-06-25,1969-08-11,48,34,485.4
159,부산,1969-06-25,1969-08-11,48,24,613.7
162,통영,1969-06-25,1969-08-11,48,30,537.5
165,목포,1969-06-25,1969-08-11,48,23,411.9
168,여수,1969-06-25,1969-08-11,48,28,523.7
